Feature,Coefficient,Abs_Coefficient,state
county_code_48273,0.0008872657309001198,0.0008872657309001198,TX
county_code_48275,-0.00012447227224948628,0.00012447227224948628,TX
county_code_48277,-0.0007400082187776797,0.0007400082187776797,TX
county_code_48279,-0.0013327702169140037,0.0013327702169140037,TX
county_code_48281,-0.0006691607953911077,0.0006691607953911077,TX
county_code_48283,-0.0012126771278687838,0.0012126771278687838,TX
county_code_48285,-0.0030622343646923966,0.0030622343646923966,TX
county_code_48287,-0.003062837515630727,0.003062837515630727,TX
county_code_48289,-0.004460505530473968,0.004460505530473968,TX
county_code_48291,-0.05984515647783893,0.05984515647783893,TX
county_code_48293,-0.0043376900584493495,0.0043376900584493495,TX
county_code_48295,-9.709753230759424e-05,9.709753230759424e-05,TX
county_code_48297,-0.001241749131272037,0.001241749131272037,TX
county_code_48299,-0.0006037406205759184,0.0006037406205759184,TX
county_code_48301,-8.137039304956913e-05,8.137039304956913e-05,TX
county_code_48303,0.01893930205538144,0.01893930205538144,TX
county_code_48305,-0.0008815822841658316,0.0008815822841658316,TX
county_code_48307,-0.00046540325258628975,0.00046540325258628975,TX
county_code_48309,0.009149567445182508,0.009149567445182508,TX
county_code_48311,-0.00010939445587832247,0.00010939445587832247,TX
county_code_48313,-0.003533109528696603,0.003533109528696603,TX
county_code_48315,-0.002611312143545603,0.002611312143545603,TX
county_code_48317,-0.0022777294885537227,0.0022777294885537227,TX
county_code_48319,-0.0001452747048882928,0.0001452747048882928,TX
county_code_48321,-0.0019303996157100508,0.0019303996157100508,TX
county_code_48323,0.001068052110266362,0.001068052110266362,TX
county_code_48325,-0.009716667522489512,0.009716667522489512,TX
county_code_48327,-0.0004088150924400157,0.0004088150924400157,TX
county_code_48329,-0.01970200610154208,0.01970200610154208,TX
county_code_48331,-0.0031597426000751056,0.0031597426000751056,TX
county_code_48333,-0.00016651400255251664,0.00016651400255251664,TX
county_code_48335,-0.0012280828046702477,0.0012280828046702477,TX
county_code_48337,-0.0016236232994270735,0.0016236232994270735,TX
county_code_48339,-0.017833872442375703,0.017833872442375703,TX
county_code_48341,-0.0005807396634908217,0.0005807396634908217,TX
county_code_48343,-0.0012075827639892482,0.0012075827639892482,TX
county_code_48345,-0.00019292188192656745,0.00019292188192656745,TX
county_code_48347,-0.007425827271068413,0.007425827271068413,TX
county_code_48349,-0.01182393851865782,0.01182393851865782,TX
county_code_48351,-0.005792371550428364,0.005792371550428364,TX
county_code_48353,-0.0015634111535499909,0.0015634111535499909,TX
county_code_48355,0.022187215592045614,0.022187215592045614,TX
county_code_48357,0.0001901948643766618,0.0001901948643766618,TX
county_code_48359,-0.00032624717697022493,0.00032624717697022493,TX
county_code_48361,-0.011989133554637642,0.011989133554637642,TX
county_code_48363,-0.0011382900251358683,0.0011382900251358683,TX
county_code_48365,-0.006014960923741502,0.006014960923741502,TX
county_code_48367,0.0016039232024930119,0.0016039232024930119,TX
county_code_48369,7.614048139316237e-05,7.614048139316237e-05,TX
county_code_48371,-0.0038508376842466036,0.0038508376842466036,TX
county_code_48373,-0.013182593012997549,0.013182593012997549,TX
county_code_48375,-0.00544187240885567,0.00544187240885567,TX
county_code_48377,-0.0005969528076335407,0.0005969528076335407,TX
county_code_48379,-0.0017158041033330873,0.0017158041033330873,TX
county_code_48381,0.013101726290514459,0.013101726290514459,TX
county_code_48383,-0.000982114883011373,0.000982114883011373,TX
county_code_48385,-0.0007783092251199035,0.0007783092251199035,TX
county_code_48387,-0.0014080490811446379,0.0014080490811446379,TX
county_code_48389,-0.003905080895112172,0.003905080895112172,TX
county_code_48391,-0.0010495962787743954,0.0010495962787743954,TX
county_code_48393,-0.00015909638180361402,0.00015909638180361402,TX
county_code_48395,-0.004858092957404166,0.004858092957404166,TX
county_code_48397,0.011470742965926695,0.011470742965926695,TX
county_code_48399,-0.0003646543424225453,0.0003646543424225453,TX
county_code_48401,-0.007761326248792832,0.007761326248792832,TX
county_code_48403,-0.0037892338832392703,0.0037892338832392703,TX
county_code_48405,-0.002934461503422608,0.002934461503422608,TX
county_code_48407,-0.010877487296061231,0.010877487296061231,TX
county_code_48409,-6.728269329326043e-05,6.728269329326043e-05,TX
county_code_48411,-0.00022074499829823307,0.00022074499829823307,TX
county_code_48413,-0.00023132860708028835,0.00023132860708028835,TX
county_code_48415,-0.0007441345236568414,0.0007441345236568414,TX
county_code_48417,-4.018924391103163e-05,4.018924391103163e-05,TX
county_code_48419,-0.006696320009240381,0.006696320009240381,TX
county_code_48421,3.806303283173256e-05,3.806303283173256e-05,TX
county_code_48423,-0.010699832587944757,0.010699832587944757,TX
county_code_48425,-0.0002254385948008654,0.0002254385948008654,TX
county_code_48427,-0.002197405221330211,0.002197405221330211,TX
